Influencer_ID,Followers,Engagement_Rate,Growth_Rate,Niche,Video_Quality,Avg_Views_per_Post,Sponsorship_Status
3963,3600537,0.07,0.043,Fitness,SD,252416,0
3964,2147674,0.139,0.05,Gaming,SD,242717,1
3965,1983847,0.065,0.026,Beauty,HD,206232,0
3966,2210853,0.12,0.018,Beauty,4K,138160,1
3967,4092685,0.023,0.01,Fitness,SD,96979,0
3968,208352,0.046,0.001,Education,4K,245698,0
3969,1676502,0.087,0.026,Fitness,SD,129544,0
3970,185514,0.188,0.028,Travel,HD,487286,0
3971,799658,0.082,0.041,Travel,4K,88187,1
3972,1858596,0.136,0.026,Fashion,4K,128825,1
3973,1259624,0.058,0.046,Beauty,HD,63696,1
3974,963452,0.034,0.032,Food,HD,32900,1
3975,4784725,0.021,0.042,Food,HD,276180,0
3976,1771394,0.068,0.008,Education,HD,396416,0
3977,4137725,0.04,0.043,Travel,SD,223182,1
3978,2751025,0.043,0.034,Fashion,4K,468061,0
3979,2090934,0.155,0.009,Fashion,SD,408831,0
3980,2927979,0.013,0.01,Fashion,HD,184501,1
3981,2515399,0.116,0.046,Education,SD,177085,0
3982,4664062,0.082,0.003,Education,SD,85107,0
3983,3796830,0.106,0.024,Travel,4K,38600,0
3984,956205,0.117,0.016,Food,4K,220298,0
3985,2124091,0.07,0.034,Fashion,4K,415156,0
3986,967649,0.066,0.042,Travel,HD,223188,0
3987,4981939,0.149,0.019,Gaming,HD,33447,0
3988,935048,0.176,0.022,Gaming,4K,336176,0
3989,3031555,0.047,0.049,Tech,SD,240653,0
3990,1865071,0.029,0.039,Gaming,4K,343042,1
3991,4723340,0.181,0.045,Fitness,HD,59913,0
3992,1428989,0.076,0.022,Tech,SD,235340,0
3993,2033709,0.115,0.012,Gaming,HD,416820,0
3994,1201532,0.078,0.021,Fitness,4K,259310,0
3995,465462,0.034,0.036,Gaming,4K,345485,0
3996,2992620,0.122,0.006,Travel,SD,36360,0
3997,4869923,0.11,0.014,Beauty,4K,455900,1
3998,3001109,0.049,0.003,Fitness,HD,464779,1
3999,3573401,0.096,0.022,Fashion,HD,387034,1
4000,2445975,0.161,0.042,Travel,HD,14227,0
4001,3272557,0.122,0.002,Beauty,SD,227075,0
4002,2273759,0.028,0.034,Fitness,HD,352029,0
4003,4604623,0.114,0.047,Travel,4K,396435,1
4004,2450308,0.144,0.013,Fashion,SD,254373,0
4005,3749294,0.161,0.035,Fitness,HD,376415,0
4006,275535,0.13,0.049,Fitness,HD,144496,0
4007,3249204,0.039,0.048,Beauty,4K,271859,1
4008,2481017,0.145,0.013,Travel,4K,246411,1
4009,4817129,0.139,0.006,Gaming,SD,90624,1
4010,4132146,0.015,0.008,Fitness,HD,91326,0
4011,918472,0.088,0.035,Gaming,HD,60994,0
4012,2279581,0.073,0.037,Fitness,4K,179581,1
4013,3650279,0.137,0.034,Food,SD,348189,0
4014,2005517,0.051,0.017,Tech,4K,425628,0
4015,2063362,0.122,0.009,Gaming,4K,254700,1
4016,3633403,0.184,0.029,Gaming,SD,263788,1
4017,3222131,0.162,0.025,Beauty,HD,381814,1
4018,2008338,0.185,0.037,Fashion,HD,431018,0
4019,589574,0.196,0.023,Food,HD,126723,0
4020,2435138,0.012,0.018,Fashion,SD,342815,0
4021,105927,0.128,0.015,Food,SD,230596,1
4022,1850916,0.088,0.011,Food,SD,447436,1
4023,2583985,0.173,0.014,Education,SD,380561,1
4024,4218690,0.058,0.006,Travel,SD,460258,1
4025,3650886,0.196,0.018,Travel,4K,382060,1
4026,4447460,0.127,0.003,Travel,HD,208598,0
4027,954122,0.161,0.01,Fitness,SD,158616,1
4028,4044763,0.026,0.038,Beauty,HD,204207,1
4029,4664754,0.045,0.017,Fashion,SD,482752,0
4030,4518562,0.154,0.034,Tech,HD,242187,0
4031,2299354,0.014,0.036,Food,4K,119001,1
4032,115589,0.165,0.029,Food,HD,1037,0
4033,1194982,0.013,0.048,Beauty,HD,114733,1
4034,620003,0.135,0.002,Gaming,SD,77052,0
4035,194839,0.079,0.037,Fitness,HD,298097,1
4036,507453,0.126,0.048,Tech,4K,2480,0
4037,3048589,0.142,0.043,Travel,4K,334086,0
4038,2928053,0.075,0.009,Food,4K,164879,0
4039,2525055,0.031,0.017,Gaming,SD,89466,0
4040,2991193,0.023,0.009,Fashion,SD,176416,0
4041,4641176,0.122,0.03,Food,SD,160201,0
4042,2508743,0.109,0.036,Gaming,SD,421491,1
4043,1556811,0.151,0.017,Fashion,SD,433745,0
4044,1657042,0.107,0.027,Fitness,4K,96434,1
4045,3846474,0.09,0.035,Travel,HD,193432,1
4046,3925482,0.086,0.022,Beauty,4K,196355,1
4047,3233452,0.015,0.043,Fashion,SD,254935,0
4048,4948796,0.074,0.039,Food,4K,42488,0
4049,4291697,0.195,0.004,Education,HD,449168,0
4050,3747328,0.176,0.031,Education,SD,131623,1
4051,4162603,0.073,0.013,Tech,4K,287462,1
4052,1911332,0.122,0.028,Fashion,4K,395402,0
4053,3741030,0.171,0.048,Tech,HD,412921,0
4054,2499578,0.094,0.044,Tech,SD,482199,0
4055,3813010,0.013,0.021,Fashion,SD,254380,0
4056,1479081,0.024,0.015,Beauty,HD,401812,0
4057,1571889,0.107,0.012,Beauty,HD,108836,1
4058,2400146,0.194,0.027,Education,HD,467868,0
4059,3072640,0.142,0.007,Fitness,HD,174659,1
4060,1546491,0.023,0.028,Beauty,SD,386218,1
4061,4833303,0.046,0.001,Fashion,SD,271189,1
4062,4934842,0.157,0.017,Education,4K,233566,0
4063,1923967,0.17,0.012,Beauty,4K,379021,0
4064,951922,0.127,0.049,Gaming,4K,271128,0
4065,1685449,0.132,0.037,Travel,SD,459968,1
4066,466590,0.015,0.018,Tech,SD,286311,0
4067,1434284,0.167,0.006,Travel,SD,488452,0
4068,1118374,0.16,0.026,Education,4K,70611,0
4069,3000610,0.059,0.011,Food,HD,261907,0
4070,2299756,0.145,0.027,Tech,HD,86992,1
4071,2789107,0.051,0.042,Education,HD,127500,0
4072,31257,0.018,0.031,Food,HD,76706,0
4073,4602731,0.048,0.032,Gaming,HD,147209,0
4074,986257,0.044,0.028,Gaming,SD,475598,0
4075,1102267,0.074,0.046,Travel,4K,92976,1
4076,2056845,0.09,0.047,Gaming,HD,99441,0
4077,419829,0.107,0.026,Education,HD,303391,0
4078,2636466,0.101,0.016,Education,HD,322393,1
4079,3439780,0.061,0.024,Fashion,SD,272135,1
4080,4116345,0.016,0.01,Tech,HD,315744,0
4081,4739202,0.125,0.032,Food,4K,124069,0
4082,1547933,0.085,0.026,Beauty,SD,406347,0
4083,326329,0.067,0.006,Travel,SD,481186,0
4084,2957151,0.175,0.011,Travel,SD,158754,0
4085,1228222,0.152,0.025,Gaming,HD,9403,0
4086,3368851,0.173,0.044,Gaming,HD,355366,1
4087,1544812,0.104,0.029,Education,HD,320426,0
4088,866256,0.035,0.034,Food,HD,77761,1
4089,1917,0.142,0.018,Tech,4K,340250,1
4090,4474447,0.049,0.029,Tech,SD,298753,1
4091,263091,0.094,0.023,Education,HD,82104,0
4092,404157,0.022,0.033,Travel,4K,71586,1
4093,250265,0.167,0.003,Food,SD,192008,1
4094,1385822,0.034,0.025,Travel,SD,149739,0
4095,1808402,0.182,0.016,Education,SD,25943,0
4096,1950902,0.174,0.017,Beauty,HD,211796,0
4097,1136371,0.098,0.048,Fitness,SD,444356,1
4098,329821,0.151,0.01,Tech,HD,115655,0
4099,660987,0.128,0.016,Food,4K,131060,0
4100,244877,0.163,0.026,Beauty,SD,497603,1
4101,3346026,0.092,0.043,Food,4K,161120,0
4102,1548419,0.159,0.021,Travel,HD,209221,1
4103,921759,0.098,0.037,Gaming,HD,325002,0
4104,1762369,0.189,0.043,Education,HD,350469,1
4105,3249140,0.102,0.016,Food,SD,149732,0
4106,2214697,0.098,0.02,Travel,SD,362029,0
4107,1468172,0.159,0.018,Fashion,4K,439921,1
4108,1859997,0.166,0.042,Gaming,HD,324924,0
4109,4981249,0.115,0.003,Gaming,4K,478561,0
4110,1419826,0.044,0.016,Tech,HD,299496,1
4111,4481967,0.099,0.034,Fitness,HD,307665,0
4112,4976467,0.194,0.029,Tech,4K,368576,1
4113,1430290,0.153,0.022,Fashion,HD,6695,0
4114,2121711,0.164,0.027,Travel,4K,198119,0
4115,522244,0.016,0.011,Education,SD,418002,0
4116,1400769,0.099,0.022,Gaming,4K,427297,1
4117,2496389,0.133,0.026,Gaming,4K,78174,0
4118,4640059,0.168,0.045,Beauty,HD,289363,1
4119,489051,0.019,0.014,Food,4K,361220,1
4120,826782,0.172,0.044,Education,SD,311094,0
4121,440439,0.114,0.033,Fitness,SD,282672,1
4122,3618597,0.047,0.002,Fitness,SD,16692,1
4123,4610770,0.07,0.037,Food,SD,84136,0
4124,1265134,0.064,0.003,Education,4K,72312,0
4125,1895554,0.111,0.05,Fashion,SD,28051,0
4126,4716700,0.02,0.044,Fitness,4K,121420,1
4127,948272,0.04,0.016,Gaming,4K,466080,1
4128,4915082,0.164,0.014,Fashion,HD,195883,0
4129,3132603,0.035,0.02,Tech,4K,61944,0
4130,3786961,0.054,0.018,Education,4K,164696,1
4131,3120734,0.096,0.019,Tech,HD,276298,0
4132,712943,0.108,0.017,Fashion,SD,703,1
4133,2238300,0.155,0.031,Gaming,SD,151701,0
4134,4226389,0.095,0.009,Beauty,4K,116784,1
4135,2622158,0.16,0.042,Tech,HD,334794,1
4136,3152478,0.127,0.041,Travel,4K,244675,0
4137,2439064,0.031,0.024,Gaming,4K,164836,0
4138,4231207,0.04,0.043,Food,SD,406705,0
4139,1999173,0.093,0.013,Fitness,HD,390456,0
4140,4807546,0.085,0.002,Beauty,4K,180786,0
4141,4707797,0.151,0.031,Beauty,SD,460831,1
4142,3574258,0.12,0.023,Fashion,4K,455394,0
4143,1491017,0.084,0.029,Fitness,SD,189455,0
4144,3103641,0.042,0.045,Food,HD,447161,1
4145,870446,0.053,0.049,Tech,4K,201984,1
4146,642593,0.119,0.032,Beauty,HD,368798,0
4147,3652361,0.09,0.038,Travel,SD,201233,1
4148,1468130,0.108,0.005,Gaming,HD,399044,1
4149,1535227,0.042,0.009,Education,HD,390706,0
4150,2298905,0.136,0.037,Beauty,HD,180540,0
4151,4227405,0.172,0.022,Beauty,4K,173612,0
4152,4198079,0.059,0.023,Gaming,SD,321843,1
4153,2588551,0.103,0.016,Food,HD,319683,1
4154,4110070,0.195,0.031,Fashion,4K,339876,1
4155,3399116,0.073,0.01,Beauty,SD,102183,0
4156,2510907,0.123,0.032,Beauty,SD,51250,0
4157,1807210,0.027,0.01,Fitness,SD,16619,1
4158,3990284,0.125,0.004,Education,HD,286661,0
4159,27616,0.027,0.017,Travel,HD,180352,0
4160,4143887,0.192,0.012,Tech,HD,157776,0
4161,4941359,0.146,0.045,Fashion,SD,413278,1
4162,1235215,0.16,0.004,Education,SD,418144,0
4163,3839187,0.144,0.01,Travel,HD,257099,0
4164,4402207,0.122,0.028,Travel,HD,21997,1
4165,1039218,0.095,0.025,Food,SD,266016,1
4166,353365,0.173,0.003,Education,SD,89183,1
4167,2385775,0.192,0.001,Food,4K,280097,1
4168,4110404,0.105,0.049,Gaming,4K,113216,0
4169,362309,0.187,0.033,Tech,HD,314572,0
4170,4251167,0.121,0.019,Fashion,SD,296604,1
4171,3319843,0.112,0.024,Gaming,SD,17697,0
4172,1918577,0.096,0.014,Beauty,4K,99956,1
4173,2593806,0.05,0.018,Tech,SD,186556,1
4174,1552899,0.011,0.033,Fitness,HD,133455,0
4175,778635,0.056,0.044,Fitness,4K,279295,0
4176,714340,0.107,0.01,Gaming,SD,479307,0
4177,279495,0.082,0.042,Fashion,SD,3312,0
4178,3281931,0.095,0.007,Tech,HD,96481,0
4179,832257,0.196,0.012,Fitness,SD,242748,1
4180,1847357,0.077,0.003,Fitness,4K,269206,0
4181,1880262,0.096,0.008,Fashion,4K,466265,1
4182,3644327,0.035,0.046,Education,SD,259732,0
4183,1324173,0.019,0.024,Gaming,SD,333357,0
4184,1723199,0.157,0.005,Food,SD,283113,0
4185,2700134,0.118,0.048,Beauty,SD,181107,1
4186,3031486,0.155,0.044,Travel,4K,455016,0
4187,3981053,0.038,0.038,Beauty,HD,380182,0
4188,701033,0.119,0.047,Tech,4K,97265,1
4189,3902403,0.058,0.012,Fitness,SD,488353,0
4190,135445,0.053,0.042,Travel,SD,356167,0
4191,4598855,0.012,0.035,Travel,4K,89141,0
4192,1846700,0.035,0.044,Food,4K,220575,0
4193,2667981,0.069,0.04,Travel,SD,83469,0
4194,3821671,0.032,0.018,Fashion,4K,280861,0
4195,4909951,0.197,0.039,Gaming,SD,97344,0
4196,4088138,0.069,0.014,Tech,4K,140561,1
4197,872535,0.035,0.017,Fashion,SD,168807,1
4198,1784611,0.048,0.006,Gaming,4K,85395,1
4199,1743166,0.122,0.047,Fashion,SD,202263,1
4200,1036408,0.022,0.015,Fitness,HD,188422,0
4201,1462312,0.174,0.027,Fitness,HD,244012,1
4202,2576606,0.193,0.02,Food,4K,182014,0
4203,497440,0.057,0.048,Fashion,HD,336141,1
4204,1472926,0.096,0.017,Beauty,SD,155555,0
4205,1453137,0.014,0.039,Travel,4K,269830,0
4206,2874524,0.132,0.043,Fitness,4K,401222,1
4207,2743455,0.089,0.022,Education,SD,434742,1
4208,2270409,0.061,0.02,Gaming,SD,177642,1
4209,1704820,0.049,0.038,Education,SD,180523,0
4210,296599,0.134,0.046,Education,4K,358405,0
4211,1558009,0.089,0.038,Food,SD,124772,0
4212,598904,0.044,0.012,Education,HD,270435,0
4213,3758454,0.141,0.045,Education,4K,192907,0
4214,117841,0.117,0.02,Education,SD,93633,0
4215,170934,0.173,0.029,Travel,4K,72806,0
4216,3923750,0.032,0.042,Tech,HD,272537,0
4217,1136270,0.159,0.01,Fashion,HD,156726,1
4218,238068,0.138,0.039,Beauty,SD,90354,1
4219,3640688,0.032,0.03,Education,4K,444473,0
4220,4150287,0.142,0.045,Education,SD,192959,0
4221,1605243,0.094,0.009,Fitness,4K,172327,0
4222,852161,0.19,0.022,Beauty,SD,368113,0
4223,4773945,0.037,0.042,Travel,SD,407230,1
4224,706356,0.132,0.002,Gaming,4K,425074,1
4225,1639846,0.083,0.006,Fashion,4K,219546,1
4226,4231987,0.192,0.05,Beauty,HD,387502,0
4227,3260819,0.073,0.015,Gaming,HD,103309,1
4228,1460410,0.193,0.049,Food,4K,486708,0
4229,325934,0.181,0.01,Fitness,HD,24131,0
4230,1803466,0.061,0.019,Fitness,HD,268451,0
4231,3822615,0.163,0.038,Food,4K,465508,1
4232,2383865,0.199,0.033,Gaming,4K,257122,0
4233,798583,0.058,0.029,Beauty,4K,474408,0
4234,465310,0.093,0.027,Fashion,SD,130684,1
4235,3715755,0.109,0.042,Gaming,4K,12408,0
4236,558242,0.066,0.013,Fashion,4K,156007,0
4237,3128640,0.013,0.023,Travel,4K,259387,0
4238,769223,0.052,0.009,Education,HD,463536,0
4239,4304677,0.064,0.03,Food,4K,62216,1
4240,4099535,0.094,0.013,Tech,HD,30932,0
4241,4754292,0.043,0.017,Fashion,SD,473690,0
4242,1173304,0.176,0.024,Fitness,4K,100958,0
4243,1644909,0.144,0.002,Education,4K,172082,1
4244,2000117,0.026,0.006,Travel,HD,407943,0
4245,920134,0.134,0.035,Fitness,SD,473517,1
4246,1856797,0.134,0.022,Travel,4K,216296,0
4247,2930735,0.192,0.043,Fitness,SD,150176,0
4248,4637440,0.011,0.035,Gaming,SD,356745,1
4249,512162,0.057,0.001,Beauty,4K,491840,0
4250,2571725,0.186,0.031,Gaming,SD,370138,0
4251,3412134,0.187,0.006,Gaming,SD,229182,0
4252,2427277,0.147,0.039,Beauty,4K,214213,0
4253,3201450,0.155,0.05,Travel,HD,26290,0
4254,2280042,0.027,0.027,Travel,4K,256145,1
4255,1318621,0.108,0.034,Beauty,SD,482610,1
4256,3638967,0.054,0.013,Fitness,4K,424660,0
4257,2368893,0.044,0.022,Fashion,HD,415903,0
4258,1441351,0.164,0.043,Travel,SD,184118,1
4259,1899917,0.036,0.009,Fitness,SD,397741,0
4260,740574,0.099,0.014,Fashion,HD,487407,0
4261,4072495,0.188,0.023,Beauty,HD,156084,1
4262,326437,0.045,0.036,Gaming,SD,409623,1
4263,1817760,0.196,0.019,Travel,HD,473721,1
4264,2092013,0.199,0.046,Tech,4K,300568,1
4265,3631623,0.116,0.006,Gaming,HD,47696,1
4266,3682890,0.042,0.019,Food,4K,408126,0
4267,873834,0.07,0.036,Fashion,SD,175335,1
4268,4638370,0.091,0.012,Tech,SD,453290,0
4269,620696,0.069,0.033,Gaming,SD,365760,0
4270,4073250,0.063,0.009,Education,SD,140222,0
4271,4113732,0.195,0.004,Travel,SD,311470,1
4272,4315366,0.039,0.007,Tech,HD,419993,0
4273,1033499,0.149,0.047,Fitness,HD,320614,1
4274,3821888,0.01,0.028,Fashion,SD,134028,1
4275,2977030,0.123,0.04,Food,HD,410306,0
4276,2332348,0.184,0.017,Fitness,HD,290536,1
4277,4402913,0.065,0.03,Education,SD,280384,1
4278,2013755,0.045,0.025,Tech,HD,177300,1
4279,4478310,0.134,0.047,Gaming,SD,274432,0
4280,2807284,0.145,0.038,Fashion,SD,352025,1
4281,1851924,0.141,0.037,Travel,SD,204264,1
4282,2887569,0.071,0.003,Food,SD,375213,0
4283,3351448,0.058,0.028,Gaming,HD,139723,0
4284,1615099,0.192,0.024,Food,HD,289159,0
4285,1142452,0.185,0.046,Travel,4K,142559,1
4286,1231796,0.097,0.014,Beauty,4K,209668,0
4287,114936,0.171,0.014,Fashion,SD,318318,0
4288,4211583,0.096,0.021,Tech,4K,199781,1
4289,3250479,0.091,0.013,Food,HD,310411,0
4290,3513305,0.04,0.007,Fashion,HD,116237,1
4291,4281428,0.091,0.043,Food,4K,203931,0
4292,1913493,0.112,0.028,Gaming,4K,302288,0
4293,2434351,0.014,0.043,Food,HD,487617,0
4294,2190063,0.094,0.042,Beauty,4K,301385,1
4295,2983202,0.158,0.015,Gaming,HD,327765,1
4296,2820182,0.139,0.028,Gaming,HD,205390,1
4297,994978,0.131,0.005,Fashion,4K,435151,1
4298,448244,0.183,0.046,Fitness,4K,401772,0
4299,2474188,0.013,0.021,Travel,SD,231922,0
4300,4433027,0.116,0.02,Food,SD,218799,0
4301,3480000,0.16,0.016,Tech,SD,499756,1
4302,839927,0.113,0.024,Education,SD,495710,1
4303,83806,0.072,0.013,Gaming,SD,225709,0
4304,4026345,0.036,0.019,Fitness,HD,446134,1
4305,2830045,0.179,0.04,Gaming,4K,87049,1
4306,1279673,0.099,0.042,Fitness,HD,429229,0
4307,4116741,0.177,0.016,Fitness,SD,482659,1
4308,3458521,0.121,0.024,Tech,SD,287304,0
4309,4685013,0.138,0.044,Fitness,4K,3139,1
4310,4632889,0.163,0.004,Tech,HD,87356,0
4311,3378932,0.135,0.045,Fashion,SD,459328,0
4312,2455698,0.086,0.012,Gaming,SD,334653,0
4313,2280023,0.108,0.034,Tech,SD,273266,1
4314,2439710,0.163,0.03,Travel,SD,118692,1
4315,499512,0.081,0.028,Beauty,HD,281452,0
4316,3501967,0.084,0.043,Gaming,HD,449352,1
4317,768442,0.028,0.006,Beauty,SD,464548,1
4318,476278,0.184,0.018,Travel,HD,393117,1
4319,1931440,0.027,0.027,Food,SD,285595,0
4320,380593,0.133,0.041,Travel,4K,481722,0
4321,495955,0.089,0.012,Fashion,4K,117409,1
4322,1521180,0.087,0.04,Food,4K,197513,0
4323,4841349,0.139,0.021,Food,HD,248389,0
4324,1627528,0.023,0.01,Fitness,SD,176648,0
4325,2915611,0.123,0.038,Travel,4K,122022,0
4326,2788976,0.157,0.005,Education,4K,409061,0
4327,1309014,0.167,0.026,Fitness,HD,131969,1
4328,2248680,0.042,0.004,Travel,HD,15165,0
4329,4663315,0.181,0.018,Food,4K,15060,0
4330,2822839,0.135,0.03,Education,SD,289020,0
4331,4942064,0.178,0.028,Fitness,SD,413573,1
4332,299783,0.102,0.021,Beauty,SD,195840,1
4333,3377910,0.113,0.022,Gaming,4K,360686,1
4334,3603571,0.185,0.012,Education,HD,370948,0
4335,1138613,0.181,0.023,Travel,SD,234865,0
4336,3880928,0.095,0.048,Travel,4K,151882,1
4337,3856288,0.062,0.043,Fitness,4K,280972,1
4338,2116226,0.085,0.008,Travel,HD,172969,1
4339,1341683,0.084,0.002,Food,SD,169731,0
4340,3631400,0.065,0.047,Fitness,4K,382731,0
4341,2855119,0.061,0.027,Fitness,SD,230098,0
4342,2674705,0.174,0.027,Education,SD,444478,1
4343,3598170,0.023,0.039,Tech,SD,204938,0
4344,3306610,0.139,0.016,Beauty,4K,190876,0
4345,454222,0.043,0.025,Beauty,SD,49498,0
4346,2089618,0.075,0.048,Tech,HD,381936,0
4347,4833094,0.022,0.034,Education,4K,327497,0
4348,2600327,0.061,0.009,Food,4K,102804,0
4349,4401852,0.156,0.008,Gaming,SD,412764,1
4350,4646287,0.178,0.011,Travel,SD,312861,0
4351,2594157,0.052,0.039,Education,SD,439971,0
4352,2798909,0.098,0.015,Fashion,4K,481000,0
4353,2950311,0.099,0.002,Travel,HD,190192,0
4354,218314,0.176,0.047,Fashion,HD,202501,1
4355,2636122,0.155,0.009,Education,4K,253362,0
4356,3467032,0.107,0.001,Beauty,HD,155457,1
4357,749692,0.137,0.013,Food,SD,328783,0
4358,2383962,0.171,0.013,Gaming,4K,334475,1
4359,3467689,0.012,0.022,Gaming,HD,434864,0
4360,2077775,0.087,0.046,Gaming,4K,7603,0
4361,1615694,0.182,0.044,Tech,HD,418967,1
4362,582904,0.151,0.023,Food,4K,277190,0
4363,4466669,0.113,0.021,Fashion,HD,256448,0
4364,3289210,0.111,0.028,Gaming,4K,147028,1
4365,3882143,0.076,0.013,Food,4K,280872,0
4366,4912077,0.109,0.004,Travel,4K,473926,0
4367,3147779,0.135,0.047,Fashion,4K,262690,0
4368,1946537,0.089,0.01,Beauty,4K,328999,1
4369,2042381,0.146,0.011,Tech,SD,430291,1
4370,79116,0.174,0.024,Fitness,4K,216514,0
4371,385370,0.039,0.025,Education,4K,394796,0
4372,2023643,0.096,0.002,Education,4K,462398,0
4373,3375659,0.088,0.008,Fashion,HD,116465,0
4374,3453629,0.141,0.02,Beauty,4K,340106,1
4375,520385,0.057,0.035,Beauty,SD,16430,0
4376,3529880,0.132,0.012,Beauty,4K,376120,0
4377,1573138,0.177,0.022,Travel,HD,81323,1
4378,2018337,0.089,0.028,Fashion,HD,433225,1
4379,2324724,0.183,0.045,Fashion,4K,363165,1
4380,2229531,0.199,0.017,Fitness,4K,251525,1
4381,1630753,0.03,0.008,Gaming,4K,199994,1
4382,227256,0.054,0.025,Travel,4K,79380,0
4383,421539,0.191,0.038,Beauty,HD,219126,0
4384,3374307,0.192,0.006,Fitness,4K,173327,0
4385,551242,0.029,0.022,Fashion,HD,184052,0
4386,3498831,0.013,0.002,Travel,HD,7793,1
4387,2849439,0.041,0.003,Tech,SD,69042,0
4388,4721553,0.199,0.025,Fashion,HD,61028,0
4389,2523919,0.044,0.016,Tech,4K,498978,0
4390,2022835,0.105,0.042,Food,4K,418072,0
4391,800687,0.171,0.031,Tech,4K,109385,1
4392,3850091,0.014,0.023,Fashion,4K,430627,1
4393,3532674,0.125,0.021,Fitness,SD,146271,0
4394,2421872,0.063,0.025,Fashion,SD,160006,0
4395,2928503,0.174,0.003,Fashion,SD,55169,1
4396,4932767,0.064,0.045,Food,SD,280246,1
4397,351679,0.14,0.05,Beauty,HD,172358,0
4398,4825574,0.138,0.01,Gaming,SD,272596,1
4399,2427105,0.052,0.007,Fashion,HD,304328,1
4400,4812671,0.017,0.008,Food,4K,116532,1
4401,1105381,0.088,0.033,Fitness,HD,424205,1
4402,2017328,0.065,0.033,Food,HD,33405,1
4403,4433787,0.164,0.043,Education,SD,316246,0
4404,271146,0.162,0.038,Food,4K,178496,1
4405,4302828,0.097,0.023,Tech,4K,13881,1
4406,545026,0.125,0.031,Gaming,SD,251166,1
4407,3943863,0.125,0.035,Gaming,HD,473145,1
4408,4309080,0.167,0.026,Travel,SD,290774,0
4409,4375798,0.091,0.024,Beauty,HD,30915,0
4410,4473089,0.062,0.033,Fitness,SD,180700,0
4411,1391254,0.06,0.028,Travel,SD,85179,1
4412,269449,0.112,0.033,Beauty,4K,492078,0
4413,2851774,0.095,0.031,Beauty,4K,115958,0
4414,4431675,0.094,0.036,Food,4K,131960,0
4415,4176318,0.027,0.032,Fitness,SD,78152,1
4416,647275,0.147,0.026,Beauty,4K,151378,1
4417,125591,0.051,0.034,Fitness,4K,64833,1
4418,640104,0.047,0.023,Gaming,SD,236888,1
4419,2599133,0.088,0.013,Gaming,4K,111430,0
4420,4969024,0.053,0.001,Gaming,HD,267496,1
4421,4462213,0.121,0.028,Fashion,4K,246855,0
4422,3298154,0.081,0.03,Food,HD,402343,0
4423,1335649,0.095,0.049,Education,4K,190389,1
4424,1209468,0.112,0.019,Fitness,SD,160620,1
4425,1161152,0.049,0.02,Food,SD,362930,1
4426,3742104,0.04,0.011,Beauty,4K,224122,0
4427,984667,0.177,0.004,Fitness,HD,113620,0
4428,3224253,0.092,0.039,Fitness,4K,77096,0
4429,2366885,0.088,0.013,Travel,SD,242277,0
4430,881096,0.017,0.031,Fitness,4K,389341,0
4431,3591437,0.105,0.035,Fitness,SD,451833,0
4432,2202340,0.115,0.024,Tech,HD,256378,0
4433,2715766,0.116,0.044,Education,HD,270853,1
4434,2925537,0.144,0.023,Tech,SD,53982,1
4435,4785377,0.044,0.015,Travel,HD,300841,1
4436,1593173,0.058,0.045,Fashion,SD,340338,1
4437,1628059,0.164,0.043,Gaming,SD,149648,0
4438,1075477,0.19,0.009,Beauty,SD,117958,1
4439,1474300,0.036,0.002,Beauty,4K,463628,0
4440,298584,0.105,0.005,Education,HD,120114,0
4441,1406802,0.051,0.015,Fitness,4K,478903,0
4442,893015,0.021,0.049,Food,4K,452198,0
4443,4776275,0.072,0.028,Beauty,HD,89984,1
4444,2484502,0.037,0.019,Tech,4K,149651,0
4445,1969067,0.145,0.045,Gaming,SD,407694,1
4446,1652348,0.111,0.023,Fashion,4K,182310,1
4447,2872259,0.037,0.016,Gaming,SD,275349,0
4448,855741,0.012,0.047,Fitness,HD,420623,0
4449,3353214,0.164,0.043,Education,4K,316476,1
4450,2024615,0.043,0.042,Gaming,HD,350011,0
4451,3011087,0.125,0.026,Fitness,SD,317256,0
4452,4645081,0.074,0.04,Travel,4K,109665,1
4453,142449,0.121,0.01,Tech,SD,336145,1
4454,2676032,0.07,0.029,Tech,SD,10748,1
4455,4491224,0.027,0.049,Fitness,SD,309632,0
4456,3019439,0.052,0.015,Food,HD,89669,0
4457,1629662,0.046,0.04,Tech,HD,95539,0
4458,136370,0.091,0.025,Education,HD,7961,0
4459,857636,0.135,0.003,Food,4K,158570,0
4460,2970791,0.06,0.038,Fitness,SD,144393,0
4461,4033516,0.012,0.009,Travel,HD,20370,1
4462,4643681,0.109,0.032,Fitness,SD,13910,1
4463,2945236,0.125,0.005,Travel,HD,88221,1
4464,4687134,0.193,0.047,Beauty,SD,19633,1
4465,917004,0.122,0.015,Tech,HD,352349,0
4466,1594786,0.1,0.012,Education,HD,286003,0
4467,428244,0.119,0.007,Food,HD,192957,1
4468,4699981,0.186,0.047,Education,HD,27900,1
4469,3556912,0.167,0.036,Fitness,SD,34673,0
4470,4714199,0.071,0.037,Beauty,HD,11679,0
4471,1276393,0.055,0.025,Tech,HD,364523,1
4472,2515368,0.06,0.024,Education,HD,193458,0
4473,2090319,0.106,0.006,Beauty,SD,35995,0
4474,2210821,0.151,0.028,Travel,HD,269131,0
4475,793330,0.106,0.013,Fitness,SD,15260,1
4476,4475843,0.023,0.049,Beauty,4K,390244,0
